ID,UpgradeType,Level,IconID,Price,IncreaseStat,Stat
401067,Attack,67,940001,72000,5,335
401068,Attack,68,940001,73000,5,340
401069,Attack,69,940001,74000,5,345
401070,Attack,70,940001,75000,5,350
401071,Attack,71,940001,76000,5,355
401072,Attack,72,940001,77000,5,360
401073,Attack,73,940001,78000,5,365
401074,Attack,74,940001,79000,5,370
401075,Attack,75,940001,80000,5,375
401076,Attack,76,940001,81000,5,380
401077,Attack,77,940001,82000,5,385
401078,Attack,78,940001,83000,5,390
401079,Attack,79,940001,84000,5,395
401080,Attack,80,940001,85000,5,400
401081,Attack,81,940001,86000,5,405
401082,Attack,82,940001,87000,5,410
401083,Attack,83,940001,88000,5,415
401084,Attack,84,940001,89000,5,420
401085,Attack,85,940001,90000,5,425
401086,Attack,86,940001,91000,5,430
401087,Attack,87,940001,92000,5,435
401088,Attack,88,940001,93000,5,440
401089,Attack,89,940001,94000,5,445
401090,Attack,90,940001,95000,5,450
401091,Attack,91,940001,96000,5,455
401092,Attack,92,940001,97000,5,460
401093,Attack,93,940001,98000,5,465
401094,Attack,94,940001,99000,5,470
401095,Attack,95,940001,100000,5,475
401096,Attack,96,940001,101000,5,480
401097,Attack,97,940001,102000,5,485
401098,Attack,98,940001,103000,5,490
401099,Attack,99,940001,104000,5,495
401100,Attack,100,940001,105000,5,500
401101,Attack,101,940001,106000,5,505
401102,Attack,102,940001,107000,5,510
401103,Attack,103,940001,108000,5,515
401104,Attack,104,940001,109000,5,520
401105,Attack,105,940001,110000,5,525
401106,Attack,106,940001,111000,5,530
401107,Attack,107,940001,112000,5,535
401108,Attack,108,940001,113000,5,540
401109,Attack,109,940001,114000,5,545
401110,Attack,110,940001,115000,5,550
401111,Attack,111,940001,116000,5,555
401112,Attack,112,940001,117000,5,560
401113,Attack,113,940001,118000,5,565
401114,Attack,114,940001,119000,5,570
401115,Attack,115,940001,120000,5,575
401116,Attack,116,940001,121000,5,580
401117,Attack,117,940001,122000,5,585
401118,Attack,118,940001,123000,5,590
401119,Attack,119,940001,124000,5,595
401120,Attack,120,940001,125000,5,600
401121,Attack,121,940001,126000,5,605
401122,Attack,122,940001,127000,5,610
401123,Attack,123,940001,128000,5,615
401124,Attack,124,940001,129000,5,620
401125,Attack,125,940001,130000,5,625
401126,Attack,126,940001,131000,5,630
401127,Attack,127,940001,132000,5,635
401128,Attack,128,940001,133000,5,640
401129,Attack,129,940001,134000,5,645
401130,Attack,130,940001,135000,5,650
401131,Attack,131,940001,136000,5,655
401132,Attack,132,940001,137000,5,660
401133,Attack,133,940001,138000,5,665
401134,Attack,134,940001,139000,5,670
401135,Attack,135,940001,140000,5,675
401136,Attack,136,940001,141000,5,680
401137,Attack,137,940001,142000,5,685
401138,Attack,138,940001,143000,5,690
401139,Attack,139,940001,144000,5,695
401140,Attack,140,940001,145000,5,700
401141,Attack,141,940001,146000,5,705
401142,Attack,142,940001,147000,5,710
401143,Attack,143,940001,148000,5,715
401144,Attack,144,940001,149000,5,720
401145,Attack,145,940001,150000,5,725
401146,Attack,146,940001,151000,5,730
401147,Attack,147,940001,152000,5,735
401148,Attack,148,940001,153000,5,740
401149,Attack,149,940001,154000,5,745
401150,Attack,150,940001,155000,5,750
401151,Attack,151,940001,156000,5,755
401152,Attack,152,940001,157000,5,760
401153,Attack,153,940001,158000,5,765
401154,Attack,154,940001,159000,5,770
401155,Attack,155,940001,160000,5,775
401156,Attack,156,940001,161000,5,780
401157,Attack,157,940001,162000,5,785
401158,Attack,158,940001,163000,5,790
401159,Attack,159,940001,164000,5,795
401160,Attack,160,940001,165000,5,800
401161,Attack,161,940001,166000,5,805
401162,Attack,162,940001,167000,5,810
401163,Attack,163,940001,168000,5,815
401164,Attack,164,940001,169000,5,820
401165,Attack,165,940001,170000,5,825
401166,Attack,166,940001,171000,5,830
401167,Attack,167,940001,172000,5,835
401168,Attack,168,940001,173000,5,840
401169,Attack,169,940001,174000,5,845
401170,Attack,170,940001,175000,5,850
401171,Attack,171,940001,176000,5,855
401172,Attack,172,940001,177000,5,860
401173,Attack,173,940001,178000,5,865
401174,Attack,174,940001,179000,5,870
401175,Attack,175,940001,180000,5,875
401176,Attack,176,940001,181000,5,880
401177,Attack,177,940001,182000,5,885
401178,Attack,178,940001,183000,5,890
401179,Attack,179,940001,184000,5,895
401180,Attack,180,940001,185000,5,900
401181,Attack,181,940001,186000,5,905
401182,Attack,182,940001,187000,5,910
401183,Attack,183,940001,188000,5,915
401184,Attack,184,940001,189000,5,920
401185,Attack,185,940001,190000,5,925
401186,Attack,186,940001,191000,5,930
401187,Attack,187,940001,192000,5,935
401188,Attack,188,940001,193000,5,940
401189,Attack,189,940001,194000,5,945
401190,Attack,190,940001,195000,5,950
401191,Attack,191,940001,196000,5,955
401192,Attack,192,940001,197000,5,960
401193,Attack,193,940001,198000,5,965
401194,Attack,194,940001,199000,5,970
401195,Attack,195,940001,200000,5,975
401196,Attack,196,940001,201000,5,980
401197,Attack,197,940001,202000,5,985
401198,Attack,198,940001,203000,5,990
401199,Attack,199,940001,204000,5,995
401200,Attack,200,940001,205000,5,1000
401201,Attack,201,940001,206000,5,1005
401202,Attack,202,940001,207000,5,1010
401203,Attack,203,940001,208000,5,1015
401204,Attack,204,940001,209000,5,1020
401205,Attack,205,940001,210000,5,1025
401206,Attack,206,940001,211000,5,1030
401207,Attack,207,940001,212000,5,1035
401208,Attack,208,940001,213000,5,1040
401209,Attack,209,940001,214000,5,1045
401210,Attack,210,940001,215000,5,1050
401211,Attack,211,940001,216000,5,1055
401212,Attack,212,940001,217000,5,1060
401213,Attack,213,940001,218000,5,1065
401214,Attack,214,940001,219000,5,1070
401215,Attack,215,940001,220000,5,1075
401216,Attack,216,940001,221000,5,1080
401217,Attack,217,940001,222000,5,1085
401218,Attack,218,940001,223000,5,1090
401219,Attack,219,940001,224000,5,1095
401220,Attack,220,940001,225000,5,1100
401221,Attack,221,940001,226000,5,1105
401222,Attack,222,940001,227000,5,1110
401223,Attack,223,940001,228000,5,1115
401224,Attack,224,940001,229000,5,1120
401225,Attack,225,940001,230000,5,1125
401226,Attack,226,940001,231000,5,1130
401227,Attack,227,940001,232000,5,1135
401228,Attack,228,940001,233000,5,1140
401229,Attack,229,940001,234000,5,1145
401230,Attack,230,940001,235000,5,1150
401231,Attack,231,940001,236000,5,1155
401232,Attack,232,940001,237000,5,1160
401233,Attack,233,940001,238000,5,1165
401234,Attack,234,940001,239000,5,1170
401235,Attack,235,940001,240000,5,1175
401236,Attack,236,940001,241000,5,1180
401237,Attack,237,940001,242000,5,1185
401238,Attack,238,940001,243000,5,1190
401239,Attack,239,940001,244000,5,1195
401240,Attack,240,940001,245000,5,1200
401241,Attack,241,940001,246000,5,1205
401242,Attack,242,940001,247000,5,1210
401243,Attack,243,940001,248000,5,1215
401244,Attack,244,940001,249000,5,1220
401245,Attack,245,940001,250000,5,1225
401246,Attack,246,940001,251000,5,1230
401247,Attack,247,940001,252000,5,1235
401248,Attack,248,940001,253000,5,1240
401249,Attack,249,940001,254000,5,1245
401250,Attack,250,940001,255000,5,1250
401251,Attack,251,940001,256000,5,1255
401252,Attack,252,940001,257000,5,1260
401253,Attack,253,940001,258000,5,1265
401254,Attack,254,940001,259000,5,1270
401255,Attack,255,940001,260000,5,1275
401256,Attack,256,940001,261000,5,1280
401257,Attack,257,940001,262000,5,1285
401258,Attack,258,940001,263000,5,1290
401259,Attack,259,940001,264000,5,1295
401260,Attack,260,940001,265000,5,1300
401261,Attack,261,940001,266000,5,1305
401262,Attack,262,940001,267000,5,1310
401263,Attack,263,940001,268000,5,1315
401264,Attack,264,940001,269000,5,1320
401265,Attack,265,940001,270000,5,1325
401266,Attack,266,940001,271000,5,1330
401267,Attack,267,940001,272000,5,1335
401268,Attack,268,940001,273000,5,1340
401269,Attack,269,940001,274000,5,1345
401270,Attack,270,940001,275000,5,1350
401271,Attack,271,940001,276000,5,1355
401272,Attack,272,940001,277000,5,1360
401273,Attack,273,940001,278000,5,1365
401274,Attack,274,940001,279000,5,1370
401275,Attack,275,940001,280000,5,1375
401276,Attack,276,940001,281000,5,1380
401277,Attack,277,940001,282000,5,1385
401278,Attack,278,940001,283000,5,1390
401279,Attack,279,940001,284000,5,1395
401280,Attack,280,940001,285000,5,1400
401281,Attack,281,940001,286000,5,1405
401282,Attack,282,940001,287000,5,1410
401283,Attack,283,940001,288000,5,1415
401284,Attack,284,940001,289000,5,1420
401285,Attack,285,940001,290000,5,1425
401286,Attack,286,940001,291000,5,1430
401287,Attack,287,940001,292000,5,1435
401288,Attack,288,940001,293000,5,1440
401289,Attack,289,940001,294000,5,1445
401290,Attack,290,940001,295000,5,1450
401291,Attack,291,940001,296000,5,1455
401292,Attack,292,940001,297000,5,1460
401293,Attack,293,940001,298000,5,1465
401294,Attack,294,940001,299000,5,1470
401295,Attack,295,940001,300000,5,1475
401296,Attack,296,940001,301000,5,1480
401297,Attack,297,940001,302000,5,1485
401298,Attack,298,940001,303000,5,1490
401299,Attack,299,940001,304000,5,1495
401300,Attack,300,940001,305000,5,1500
401301,Attack,301,940001,306000,5,1505
401302,Attack,302,940001,307000,5,1510
401303,Attack,303,940001,308000,5,1515
401304,Attack,304,940001,309000,5,1520
401305,Attack,305,940001,310000,5,1525
401306,Attack,306,940001,311000,5,1530
401307,Attack,307,940001,312000,5,1535
401308,Attack,308,940001,313000,5,1540
401309,Attack,309,940001,314000,5,1545
401310,Attack,310,940001,315000,5,1550
401311,Attack,311,940001,316000,5,1555
401312,Attack,312,940001,317000,5,1560
401313,Attack,313,940001,318000,5,1565
401314,Attack,314,940001,319000,5,1570
401315,Attack,315,940001,320000,5,1575
401316,Attack,316,940001,321000,5,1580
401317,Attack,317,940001,322000,5,1585
401318,Attack,318,940001,323000,5,1590
401319,Attack,319,940001,324000,5,1595
401320,Attack,320,940001,325000,5,1600
401321,Attack,321,940001,326000,5,1605
401322,Attack,322,940001,327000,5,1610
401323,Attack,323,940001,328000,5,1615
401324,Attack,324,940001,329000,5,1620
401325,Attack,325,940001,330000,5,1625
401326,Attack,326,940001,331000,5,1630
401327,Attack,327,940001,332000,5,1635
401328,Attack,328,940001,333000,5,1640
401329,Attack,329,940001,334000,5,1645
401330,Attack,330,940001,335000,5,1650
401331,Attack,331,940001,336000,5,1655
401332,Attack,332,940001,337000,5,1660
401333,Attack,333,940001,338000,5,1665
401334,Attack,334,940001,339000,5,1670
401335,Attack,335,940001,340000,5,1675
401336,Attack,336,940001,341000,5,1680
401337,Attack,337,940001,342000,5,1685
401338,Attack,338,940001,343000,5,1690
401339,Attack,339,940001,344000,5,1695
401340,Attack,340,940001,345000,5,1700
401341,Attack,341,940001,346000,5,1705
401342,Attack,342,940001,347000,5,1710
401343,Attack,343,940001,348000,5,1715
401344,Attack,344,940001,349000,5,1720
401345,Attack,345,940001,350000,5,1725
401346,Attack,346,940001,351000,5,1730
401347,Attack,347,940001,352000,5,1735
401348,Attack,348,940001,353000,5,1740
401349,Attack,349,940001,354000,5,1745
401350,Attack,350,940001,355000,5,1750
401351,Attack,351,940001,356000,5,1755
401352,Attack,352,940001,357000,5,1760
401353,Attack,353,940001,358000,5,1765
401354,Attack,354,940001,359000,5,1770
401355,Attack,355,940001,360000,5,1775
401356,Attack,356,940001,361000,5,1780
401357,Attack,357,940001,362000,5,1785
401358,Attack,358,940001,363000,5,1790
401359,Attack,359,940001,364000,5,1795
401360,Attack,360,940001,365000,5,1800
401361,Attack,361,940001,366000,5,1805
401362,Attack,362,940001,367000,5,1810
401363,Attack,363,940001,368000,5,1815
401364,Attack,364,940001,369000,5,1820
401365,Attack,365,940001,370000,5,1825
401366,Attack,366,940001,371000,5,1830
401367,Attack,367,940001,372000,5,1835
401368,Attack,368,940001,373000,5,1840
401369,Attack,369,940001,374000,5,1845
401370,Attack,370,940001,375000,5,1850
401371,Attack,371,940001,376000,5,1855
401372,Attack,372,940001,377000,5,1860
401373,Attack,373,940001,378000,5,1865
401374,Attack,374,940001,379000,5,1870
401375,Attack,375,940001,380000,5,1875
401376,Attack,376,940001,381000,5,1880
401377,Attack,377,940001,382000,5,1885
401378,Attack,378,940001,383000,5,1890
401379,Attack,379,940001,384000,5,1895
401380,Attack,380,940001,385000,5,1900
401381,Attack,381,940001,386000,5,1905
401382,Attack,382,940001,387000,5,1910
401383,Attack,383,940001,388000,5,1915
401384,Attack,384,940001,389000,5,1920
401385,Attack,385,940001,390000,5,1925
401386,Attack,386,940001,391000,5,1930
401387,Attack,387,940001,392000,5,1935
401388,Attack,388,940001,393000,5,1940
401389,Attack,389,940001,394000,5,1945
401390,Attack,390,940001,395000,5,1950
401391,Attack,391,940001,396000,5,1955
401392,Attack,392,940001,397000,5,1960
401393,Attack,393,940001,398000,5,1965
401394,Attack,394,940001,399000,5,1970
401395,Attack,395,940001,400000,5,1975
401396,Attack,396,940001,401000,5,1980
401397,Attack,397,940001,402000,5,1985
401398,Attack,398,940001,403000,5,1990
401399,Attack,399,940001,404000,5,1995
401400,Attack,400,940001,405000,5,2000
401401,Attack,401,940001,406000,5,2005
401402,Attack,402,940001,407000,5,2010
401403,Attack,403,940001,408000,5,2015
401404,Attack,404,940001,409000,5,2020
401405,Attack,405,940001,410000,5,2025
401406,Attack,406,940001,411000,5,2030
401407,Attack,407,940001,412000,5,2035
401408,Attack,408,940001,413000,5,2040
401409,Attack,409,940001,414000,5,2045
401410,Attack,410,940001,415000,5,2050
401411,Attack,411,940001,416000,5,2055
401412,Attack,412,940001,417000,5,2060
401413,Attack,413,940001,418000,5,2065
401414,Attack,414,940001,419000,5,2070
401415,Attack,415,940001,420000,5,2075
401416,Attack,416,940001,421000,5,2080
401417,Attack,417,940001,422000,5,2085
401418,Attack,418,940001,423000,5,2090
401419,Attack,419,940001,424000,5,2095
401420,Attack,420,940001,425000,5,2100
401421,Attack,421,940001,426000,5,2105
401422,Attack,422,940001,427000,5,2110
401423,Attack,423,940001,428000,5,2115
401424,Attack,424,940001,429000,5,2120
401425,Attack,425,940001,430000,5,2125
401426,Attack,426,940001,431000,5,2130
401427,Attack,427,940001,432000,5,2135
401428,Attack,428,940001,433000,5,2140
401429,Attack,429,940001,434000,5,2145
401430,Attack,430,940001,435000,5,2150
401431,Attack,431,940001,436000,5,2155
401432,Attack,432,940001,437000,5,2160
401433,Attack,433,940001,438000,5,2165
401434,Attack,434,940001,439000,5,2170
401435,Attack,435,940001,440000,5,2175
401436,Attack,436,940001,441000,5,2180
401437,Attack,437,940001,442000,5,2185
401438,Attack,438,940001,443000,5,2190
401439,Attack,439,940001,444000,5,2195
401440,Attack,440,940001,445000,5,2200
401441,Attack,441,940001,446000,5,2205
401442,Attack,442,940001,447000,5,2210
401443,Attack,443,940001,448000,5,2215
401444,Attack,444,940001,449000,5,2220
401445,Attack,445,940001,450000,5,2225
401446,Attack,446,940001,451000,5,2230
401447,Attack,447,940001,452000,5,2235
401448,Attack,448,940001,453000,5,2240
401449,Attack,449,940001,454000,5,2245
401450,Attack,450,940001,455000,5,2250
401451,Attack,451,940001,456000,5,2255
401452,Attack,452,940001,457000,5,2260
401453,Attack,453,940001,458000,5,2265
401454,Attack,454,940001,459000,5,2270
401455,Attack,455,940001,460000,5,2275
401456,Attack,456,940001,461000,5,2280
401457,Attack,457,940001,462000,5,2285
401458,Attack,458,940001,463000,5,2290
401459,Attack,459,940001,464000,5,2295
401460,Attack,460,940001,465000,5,2300
401461,Attack,461,940001,466000,5,2305
401462,Attack,462,940001,467000,5,2310
401463,Attack,463,940001,468000,5,2315
401464,Attack,464,940001,469000,5,2320
401465,Attack,465,940001,470000,5,2325
401466,Attack,466,940001,471000,5,2330
401467,Attack,467,940001,472000,5,2335
401468,Attack,468,940001,473000,5,2340
401469,Attack,469,940001,474000,5,2345
401470,Attack,470,940001,475000,5,2350
401471,Attack,471,940001,476000,5,2355
401472,Attack,472,940001,477000,5,2360
401473,Attack,473,940001,478000,5,2365
401474,Attack,474,940001,479000,5,2370
401475,Attack,475,940001,480000,5,2375
401476,Attack,476,940001,481000,5,2380
401477,Attack,477,940001,482000,5,2385
401478,Attack,478,940001,483000,5,2390
401479,Attack,479,940001,484000,5,2395
401480,Attack,480,940001,485000,5,2400
401481,Attack,481,940001,486000,5,2405
401482,Attack,482,940001,487000,5,2410
401483,Attack,483,940001,488000,5,2415
401484,Attack,484,940001,489000,5,2420
401485,Attack,485,940001,490000,5,2425
401486,Attack,486,940001,491000,5,2430
401487,Attack,487,940001,492000,5,2435
401488,Attack,488,940001,493000,5,2440
401489,Attack,489,940001,494000,5,2445
401490,Attack,490,940001,495000,5,2450
401491,Attack,491,940001,496000,5,2455
401492,Attack,492,940001,497000,5,2460
401493,Attack,493,940001,498000,5,2465
401494,Attack,494,940001,499000,5,2470
401495,Attack,495,940001,500000,5,2475
401496,Attack,496,940001,501000,5,2480
401497,Attack,497,940001,502000,5,2485
401498,Attack,498,940001,503000,5,2490
401499,Attack,499,940001,504000,5,2495
401500,Attack,500,940001,505000,5,2500
401501,Attack,501,940001,506000,5,2505
401502,Attack,502,940001,507000,5,2510
401503,Attack,503,940001,508000,5,2515
401504,Attack,504,940001,509000,5,2520
401505,Attack,505,940001,510000,5,2525
401506,Attack,506,940001,511000,5,2530
401507,Attack,507,940001,512000,5,2535
401508,Attack,508,940001,513000,5,2540
401509,Attack,509,940001,514000,5,2545
401510,Attack,510,940001,515000,5,2550
401511,Attack,511,940001,516000,5,2555
401512,Attack,512,940001,517000,5,2560
401513,Attack,513,940001,518000,5,2565
401514,Attack,514,940001,519000,5,2570
401515,Attack,515,940001,520000,5,2575
401516,Attack,516,940001,521000,5,2580
401517,Attack,517,940001,522000,5,2585
401518,Attack,518,940001,523000,5,2590
401519,Attack,519,940001,524000,5,2595
401520,Attack,520,940001,525000,5,2600
401521,Attack,521,940001,526000,5,2605
401522,Attack,522,940001,527000,5,2610
401523,Attack,523,940001,528000,5,2615
401524,Attack,524,940001,529000,5,2620
401525,Attack,525,940001,530000,5,2625
401526,Attack,526,940001,531000,5,2630
401527,Attack,527,940001,532000,5,2635
401528,Attack,528,940001,533000,5,2640
401529,Attack,529,940001,534000,5,2645
401530,Attack,530,940001,535000,5,2650
401531,Attack,531,940001,536000,5,2655
401532,Attack,532,940001,537000,5,2660
401533,Attack,533,940001,538000,5,2665
401534,Attack,534,940001,539000,5,2670
401535,Attack,535,940001,540000,5,2675
401536,Attack,536,940001,541000,5,2680
401537,Attack,537,940001,542000,5,2685
401538,Attack,538,940001,543000,5,2690
401539,Attack,539,940001,544000,5,2695
401540,Attack,540,940001,545000,5,2700
401541,Attack,541,940001,546000,5,2705
401542,Attack,542,940001,547000,5,2710
401543,Attack,543,940001,548000,5,2715
401544,Attack,544,940001,549000,5,2720
401545,Attack,545,940001,550000,5,2725
401546,Attack,546,940001,551000,5,2730
401547,Attack,547,940001,552000,5,2735
401548,Attack,548,940001,553000,5,2740
401549,Attack,549,940001,554000,5,2745
401550,Attack,550,940001,555000,5,2750
401551,Attack,551,940001,556000,5,2755
401552,Attack,552,940001,557000,5,2760
401553,Attack,553,940001,558000,5,2765
401554,Attack,554,940001,559000,5,2770
401555,Attack,555,940001,560000,5,2775
401556,Attack,556,940001,561000,5,2780
401557,Attack,557,940001,562000,5,2785
401558,Attack,558,940001,563000,5,2790
401559,Attack,559,940001,564000,5,2795
401560,Attack,560,940001,565000,5,2800
401561,Attack,561,940001,566000,5,2805
401562,Attack,562,940001,567000,5,2810
401563,Attack,563,940001,568000,5,2815
401564,Attack,564,940001,569000,5,2820
401565,Attack,565,940001,570000,5,2825
401566,Attack,566,940001,571000,5,2830
401567,Attack,567,940001,572000,5,2835
401568,Attack,568,940001,573000,5,2840
401569,Attack,569,940001,574000,5,2845
401570,Attack,570,940001,575000,5,2850
401571,Attack,571,940001,576000,5,2855
401572,Attack,572,940001,577000,5,2860
401573,Attack,573,940001,578000,5,2865
401574,Attack,574,940001,579000,5,2870
401575,Attack,575,940001,580000,5,2875
401576,Attack,576,940001,581000,5,2880
401577,Attack,577,940001,582000,5,2885
401578,Attack,578,940001,583000,5,2890
401579,Attack,579,940001,584000,5,2895
401580,Attack,580,940001,585000,5,2900
401581,Attack,581,940001,586000,5,2905
401582,Attack,582,940001,587000,5,2910
401583,Attack,583,940001,588000,5,2915
401584,Attack,584,940001,589000,5,2920
401585,Attack,585,940001,590000,5,2925
401586,Attack,586,940001,591000,5,2930
401587,Attack,587,940001,592000,5,2935
401588,Attack,588,940001,593000,5,2940
401589,Attack,589,940001,594000,5,2945
401590,Attack,590,940001,595000,5,2950
401591,Attack,591,940001,596000,5,2955
401592,Attack,592,940001,597000,5,2960
401593,Attack,593,940001,598000,5,2965
401594,Attack,594,940001,599000,5,2970
401595,Attack,595,940001,600000,5,2975
401596,Attack,596,940001,601000,5,2980
401597,Attack,597,940001,602000,5,2985
401598,Attack,598,940001,603000,5,2990
401599,Attack,599,940001,604000,5,2995
401600,Attack,600,940001,605000,5,3000
401601,Attack,601,940001,606000,5,3005
401602,Attack,602,940001,607000,5,3010
401603,Attack,603,940001,608000,5,3015
401604,Attack,604,940001,609000,5,3020
401605,Attack,605,940001,610000,5,3025
401606,Attack,606,940001,611000,5,3030
401607,Attack,607,940001,612000,5,3035
401608,Attack,608,940001,613000,5,3040
401609,Attack,609,940001,614000,5,3045
401610,Attack,610,940001,615000,5,3050
401611,Attack,611,940001,616000,5,3055
401612,Attack,612,940001,617000,5,3060
401613,Attack,613,940001,618000,5,3065
401614,Attack,614,940001,619000,5,3070
401615,Attack,615,940001,620000,5,3075
401616,Attack,616,940001,621000,5,3080
401617,Attack,617,940001,622000,5,3085
401618,Attack,618,940001,623000,5,3090
401619,Attack,619,940001,624000,5,3095
401620,Attack,620,940001,625000,5,3100
401621,Attack,621,940001,626000,5,3105
401622,Attack,622,940001,627000,5,3110
401623,Attack,623,940001,628000,5,3115
401624,Attack,624,940001,629000,5,3120
401625,Attack,625,940001,630000,5,3125
401626,Attack,626,940001,631000,5,3130
401627,Attack,627,940001,632000,5,3135
401628,Attack,628,940001,633000,5,3140
401629,Attack,629,940001,634000,5,3145
401630,Attack,630,940001,635000,5,3150
401631,Attack,631,940001,636000,5,3155
401632,Attack,632,940001,637000,5,3160
401633,Attack,633,940001,638000,5,3165
401634,Attack,634,940001,639000,5,3170
401635,Attack,635,940001,640000,5,3175
401636,Attack,636,940001,641000,5,3180
401637,Attack,637,940001,642000,5,3185
401638,Attack,638,940001,643000,5,3190
401639,Attack,639,940001,644000,5,3195
401640,Attack,640,940001,645000,5,3200
401641,Attack,641,940001,646000,5,3205
401642,Attack,642,940001,647000,5,3210
401643,Attack,643,940001,648000,5,3215
401644,Attack,644,940001,649000,5,3220
401645,Attack,645,940001,650000,5,3225
401646,Attack,646,940001,651000,5,3230
401647,Attack,647,940001,652000,5,3235
401648,Attack,648,940001,653000,5,3240
401649,Attack,649,940001,654000,5,3245
401650,Attack,650,940001,655000,5,3250
401651,Attack,651,940001,656000,5,3255
401652,Attack,652,940001,657000,5,3260
401653,Attack,653,940001,658000,5,3265
401654,Attack,654,940001,659000,5,3270
401655,Attack,655,940001,660000,5,3275
401656,Attack,656,940001,661000,5,3280
401657,Attack,657,940001,662000,5,3285
401658,Attack,658,940001,663000,5,3290
401659,Attack,659,940001,664000,5,3295
401660,Attack,660,940001,665000,5,3300
401661,Attack,661,940001,666000,5,3305
401662,Attack,662,940001,667000,5,3310
401663,Attack,663,940001,668000,5,3315
401664,Attack,664,940001,669000,5,3320
401665,Attack,665,940001,670000,5,3325
401666,Attack,666,940001,671000,5,3330
401667,Attack,667,940001,672000,5,3335
401668,Attack,668,940001,673000,5,3340
401669,Attack,669,940001,674000,5,3345
401670,Attack,670,940001,675000,5,3350
401671,Attack,671,940001,676000,5,3355
401672,Attack,672,940001,677000,5,3360
401673,Attack,673,940001,678000,5,3365
401674,Attack,674,940001,679000,5,3370
401675,Attack,675,940001,680000,5,3375
401676,Attack,676,940001,681000,5,3380
401677,Attack,677,940001,682000,5,3385
401678,Attack,678,940001,683000,5,3390
401679,Attack,679,940001,684000,5,3395
401680,Attack,680,940001,685000,5,3400
401681,Attack,681,940001,686000,5,3405
401682,Attack,682,940001,687000,5,3410
401683,Attack,683,940001,688000,5,3415
401684,Attack,684,940001,689000,5,3420
401685,Attack,685,940001,690000,5,3425
401686,Attack,686,940001,691000,5,3430
401687,Attack,687,940001,692000,5,3435
401688,Attack,688,940001,693000,5,3440
401689,Attack,689,940001,694000,5,3445
401690,Attack,690,940001,695000,5,3450
401691,Attack,691,940001,696000,5,3455
401692,Attack,692,940001,697000,5,3460
401693,Attack,693,940001,698000,5,3465
401694,Attack,694,940001,699000,5,3470
401695,Attack,695,940001,700000,5,3475
401696,Attack,696,940001,701000,5,3480
401697,Attack,697,940001,702000,5,3485
401698,Attack,698,940001,703000,5,3490
401699,Attack,699,940001,704000,5,3495
401700,Attack,700,940001,705000,5,3500
401701,Attack,701,940001,706000,5,3505
401702,Attack,702,940001,707000,5,3510
401703,Attack,703,940001,708000,5,3515
401704,Attack,704,940001,709000,5,3520
401705,Attack,705,940001,710000,5,3525
